,title_id,director
1,81177504,Kathleen Hepburn
0,80175798,Martin Scorsese
0,80239961,Dante Lam
0,80219019,Shreyas Talpade
0,81062293,Seth Barrish
0,80235524,Steve Ball
0,81215481,Sanjiv Jaiswal
0,81005044,Marta Jaenes
1,81005044,Rosa Márquez
0,80147529,Daniel Raim
0,81018860,Denny Lu
1,81018860,Mike Myhre
0,80217495,Luis Ara
0,80141787,María Jose Cuevas
0,80049871,Oz Rodriguez
0,81218079,Aleksandr Chernyaev
1,81218079,Fedor Lyass
0,60028294,Robert Altman
0,80125671,Ric Roman Waugh
0,80174220,Cary Murnion
1,80174220,Jonathan Milott
0,80126449,Jon Alpert
0,80103512,Ibai Abad
0,60020948,Charles A. Nichols
1,60020948,Iwao Takamoto
0,70235384,David Ayer
0,569355,John Irvin
0,60022645,Simon Wells
0,80225915,David Ayer
0,80196379,Julio Soto Gurpide
0,80198859,Julien Abraham
0,80159876,Tsutomu Mizushima
0,81218074,Nate Adams
1,81218074,Adam Carolla
0,80199682,Clay Kaytis
0,80203522,Barbra Streisand
1,80203522,Jim Gable
0,80107037,Qaushiq Mukherjee
1,80107037,Nikon
0,80077402,Chris Sparling
0,80107219,Qaushiq Mukherjee
0,60023606,Kathryn Bigelow
0,81026188,Monika Mitchell
0,80080109,Noah Baumbach
1,80080109,Jake Paltrow
0,80988835,Fernando Colomo
0,80208104,Josh Wakely
0,80134827,Troy Miller
0,80127558,Jacob Kornbluth
0,80158084,Jon Gunn
0,80124725,Jan Suter
1,80124725,Raúl Campos Delgado
0,70267398,Anne Fontaine
0,80108983,Joshua Caldwell
0,292118,Mike Judge
0,70003046,Bruce W. Smith
0,80221584,Eva Orner
0,70053833,Craig Brewer
0,70122722,Àlex Pastor
1,70122722,David Pastor
0,81217738,KVR Mahendra
0,80081990,Andrew Jenks
0,60004471,Ivan Reitman
0,60022413,John Schlesinger
0,70058022,Akiva Schaffer
0,60022502,Andy Tennant
0,80244683,Juan Carlos Rulfo
0,80028357,Christian Ditter
0,81217739,Raj R
0,60031884,Sergio Leone
0,70117289,Jim Field Smith
0,28631236,Bruce McCulloch
0,70121502,Steven Spielberg
0,70215455,William Brent Bell
0,506464,Hugh WIlson
0,60003508,Sam Raimi
0,70105132,Neal Brennan
0,60004083,Robert Aldrich
0,70087538,Marco Schnabel
0,1181661,Francis Ford Coppola
0,60011552,Lasse Hallström
0,70044693,Oliver Stone
0,70173046,Jason Reitman
0,70039187,Raja Gosnell
0,70044686,David Fincher
0,80989043,Robert Vince
0,81021831,Rocky Soraya
0,81021832,Raditya Dika
0,80239932,David Paul Meyer
0,81214223,Savage Steve Holland
0,80027560,Savage Steve Holland
0,70135899,Troy Nixey
0,81215437,Scott McAboy
0,81215438,Raymie Muzquiz
1,81215438,Stu Livingston
0,81214187,Stephen Herek
0,80160987,Joe Menendez
0,81215439,Vince Marcello
0,70178618,David R. Ellis
0,70292700,Eric Bross
0,81214214,Will Eisenberg
0,81020531,Matheus Souza
0,80191051,Sara Dosa
0,80242446,Bradley Walsh
0,80085566,Orson Welles
0,80124722,Morgan Neville
0,70243696,Benjamin Ross
0,70243692,Stephen Hopkins
0,81073633,Steve Paley
0,70230138,Shannon Hartman
1,70230138,Michelle Caputo
0,70083532,Leslie Iwerks
0,80177865,Na Hyeon
0,80117534,Jerry Seinfeld
0,80115031,Houda Benyamina
0,80029708,Jerry Rothwell
1,80029708,Reuben Atlas
0,80079470,Kristin Hanggi
0,70127998,Joe Dante
0,80160759,Alex Zamm
0,80209608,Chris Smith
0,80182622,Tilak Shetty
0,80175694,Dee Rees
0,80016471,Glenn Miller
0,70189289,Nicolas Winding Refn
0,81132624,Timo Vuorensola
0,80013267,Robb Dipple
0,80046819,Sarah Gavron
0,70293315,Eli Roth
0,80177400,Daniel Goldhaber
0,81037898,Asri Bendacha
0,81004099,Fred Cavayé
0,80200267,Joel Coen
1,80200267,Ethan Coen
0,70113538,Shane Acker
0,80244457,Wash Westmoreland
0,81196441,Alessandro Angulo
0,81162089,Mauro Scandolari
0,81217737,Arjun Jandyala
0,81076114,Shashanka Ghosh
1,81076114,Samit Basu
0,80093820,Naoko Yamada
0,80183187,Sergio Pablos
0,70124331,Anand Tucker
0,81217749,Valli Bindana
0,80158800,Nate Adams
1,80158800,Adam Carolla
0,70291121,Makoto Shinkai
0,81035105,V C Abhilash
0,80224054,Justin G. Dyck
0,81038832,Nila Madhab Panda
0,81035109,Sameer Vidwans
0,81030893,Timo Tjahjanto
0,81035103,Nakul Singh Sawhney
0,81035104,Nishanth Ravindaran
1,81035104,Jathin Sanker Raj
0,80075824,Bill Guttentag
1,80075824,Michael Ware
0,81035108,Gajendra Ahire
0,81035107,Swapna Waghmare Joshi
0,81028556,Raymond McGrath
0,81028574,Adele K. Thomas
1,81028574,Richard Bailey
0,81028560,Richard Bailey
0,80196044,Julien Leclercq
0,80122177,Aitor Arregi
1,80122177,Jon Garaño
0,80136925,Remo D'Souza
0,70040076,Radhika Rao
1,70040076,Vinay Sapru
0,80117532,Volker Weicker
0,70260514,Manjeet Singh
0,80127995,Oliver Stone
0,81156627,Nick Mead
0,81096745,Gautier & Leduc
0,80191804,Marcus Raboy
0,80191109,Timothy Woodward Jr.
0,80004534,Lance Bangs
0,70213466,Matt Piedmont
0,80222787,Erik Matti
0,80244848,Christopher Guest
0,80147403,John Scheinfeld
0,80058424,Rhys Thomas
0,81078466,Christopher Storer
0,80060034,Jeremy Saulnier
0,80205085,Jennifer Baichwal
1,80205085,Nicholas de Pencier
0,70117297,Tom Ford
0,81152923,J.M. Berrios
0,81171862,Josh Aronson
0,80131563,Alain Desrochers
0,80107990,Estela Renner
0,80091658,Jeff Wadlow
0,80237420,Laurent Cantet
0,70174733,Shannon Hartman
0,80183088,Raúl Campos
1,80183088,Jan Suter
0,80198018,Natalia Valdebenito
0,80127990,Marcelo Galvão
0,80134279,Lorene Machado
0,70044870,Richard Donner
0,26597413,Kevin Reynolds
0,80245356,Marina Seresesky
0,18002692,Tony Kaye
0,81024100,Kenny Leon
0,60027583,Peter Segal
0,80216003,David Salzberg
1,80216003,Christian Tureaud
0,60002033,Daniel Mann
0,70046968,Richard Brooks
0,81154982,Michael Kampa
0,81063129,Harvey Lowry
0,81074542,James Dearden
0,382650,Jack Starrett
0,70044705,Les Mayfield
0,449931,David Lean
0,81189912,Tarun Mansukhani
0,80215046,Jennifer Westcott
0,60036838,Robert Clouse
0,81179693,Valeria Golino
0,485218,Stuart Baird
0,1192866,Gregory Hoblit
0,11819434,Terry Gilliam
0,81050375,Drea Cooper
1,81050375,Zackary Canepari
0,516788,Fred M. Wilcox
0,70048968,David Silberg
0,542137,Vincente Minnelli
1,542137,Charles Walters
0,60021796,Robert Altman
0,60031247,Mathieu Kassovitz
0,60000577,Randal Kleiser
0,80231468,Ernie Barbarash
0,81083786,Michael A. Nickles
0,80153894,Ken Marino
0,1179333,Lionel C. Martin
0,70118779,Clint Eastwood
0,653673,Joe Boyd
0,70020947,Jeffrey W. Byrd
0,70117305,Scott Stewart
0,701346,Alfonso Arau
0,70111489,Ellen Weissbrod
0,709163,Michael Anderson
0,709380,Stanley Kubrick
0,1150871,Theodore Witcher
0,70082264,Callie Khouri
1,70082264,Jesse V. Johnson
0,1179583,Brett Ratner
0,70044595,Gil Kenan
0,60011729,Lewis Milestone
1,60011729,Carol Reed
0,70044883,Jared Hess
0,22497725,Gene Quintano
0,60021590,Lewis Milestone
0,60023638,Charles Stone III
0,70031792,Nicholas Ray
0,70100383,Sam Mendes
0,60002403,Roman Polanski
0,17236920,John Dahl
0,923574,Stanley Tong
0,81152930,Blayne Weaver
0,973861,Billy Bob Thornton
0,70058796,Sam O'Steen
0,70047101,Sam Raimi
0,81189396,David Fairhead
1,81189396,Anthony Palmer
0,70093991,Adam McKay
0,60033247,Gordon Parks
0,70060000,Neil Jordan
0,70295067,John Stephenson
0,70031779,Norman Jewison
0,1178866,David Fincher
0,60033312,John Dahl
0,81030409,Manolo Caro
0,80182016,David Michôd
0,684847,Tony Scott
0,81150305,Marco Bonfanti
0,20557937,Lilly Wachowski
1,20557937,Lana Wachowski
0,60027695,Lilly Wachowski
1,60027695,Lana Wachowski
0,60031303,Lilly Wachowski
1,60031303,Lana Wachowski
0,81170692,Everardo González
0,848915,Alan J. Pakula
0,60022980,Kevin Donovan
0,60003961,Charlotte Zwerin
0,70060005,Pete Travis
0,70084791,Nick Moore
0,81170694,Rodrigo Guardiola
1,81170694,Gabriel Cruz Rivas
0,70123542,Ruben Fleischer
0,70107499,Neeraj Pandey
0,70123117,Indrajit Nattoji
0,70100644,Raj Kumar Gupta
0,80057750,Remo D'Souza
0,70229045,Remo D'Souza
0,70139073,Arnab Chaudhuri
0,81024731,Rana Ranbir
0,70219525,Anurag Basu
0,16914787,David Zucker
0,81020543,Momoko Kamiya
0,81020544,Momoko Kamiya
0,80039595,Harry Baweja
0,70123120,Ken Ghosh
0,80224055,Justin G. Dyck
0,70052249,Priyadarshan
1,70052249,Kookie V. Gulati
0,70084775,Vivek Agnihotri
0,70114588,Umesh Shukla
0,70185139,Habib Faisal
0,80232501,Bobby Roth
0,80210147,Halder Gomes
0,80224606,Tony Zierra
0,80058851,Amitoj Mann
0,70219528,Raj Kumar Gupta
0,70241088,B. Unnikrishnan
0,70068799,Milan Luthria
0,70229044,Madhur Bhandarkar
0,70254349,Sajid Khan
0,70254342,Saji Surendran
0,80084838,Ksshitij Chaudhary
0,70254346,Abhishek Kapoor
0,70229040,Sundar C.
0,70056663,Gary Binkow
0,80067906,Nikhil Advani
0,70071832,Anurag Basu
0,70273401,Lance Bangs
0,80097390,Chad Hartigan
0,70106268,Nishikant Kamat
0,80039594,Navinder Pal Singh
0,70139076,Raj Kumar Gupta
0,70109758,Dibakar Banerjee
0,70123126,Tigmanshu Dhulia
0,70303431,Kunal Deshmukh
0,70254351,Prakash Jha
0,70275076,R. Kannan
0,80189997,Gaurav Narayanan
0,81015100,Kevin Layne
0,80076581,Jon J. Whelan
0,81025404,Leanne Gater
0,80182949,Jennifer M. Kroot
0,70060017,Jay Russell
0,70266675,Wally Pfister
0,80155792,Akin Omotoso
0,70108590,Shyam Benegal
0,70185141,Satyajit Bhatkal
0,80201826,Bharat Jain
0,80158388,Alo Sarkar
0,80203778,Rajeev Chaudhari
0,80201820,Vishal Mishra
0,80103312,Iñaki Dorronsoro
0,80205563,Takuya Inaba
0,80202605,Ali Bin Matar
1,80202605,Ibrahim Bin Mohamed
0,80208211,Daniel Ablin
0,80203791,Buta Singh
0,80079229,Abbas Alibhai Burmawalla
1,80079229,Mastan Alibhai Burmawalla
0,80080145,Jami
0,80157797,Ali Samadi Ahadi
0,80032364,Anurag Singh
0,80203786,Ashok Nanda
0,80032097,Navaniat Singh
0,80216268,Shweta Basu Prasad
0,80156684,Jesse V. Johnson
0,80174727,D Ho
0,80201827,Jitender Pawar
0,80179288,Erik Canuel
0,80203780,Param Gill
0,80216215,Jack Zagha Kababie
0,80211371,Ksshitij Chaudhary
0,80144358,Richard Mears
0,80097360,Heidi Ewing
1,80097360,Rachel Grady
0,80006168,Moto Sakakibara
0,80093212,Emilio Martínez Lázaro
0,60000545,Craig Monahan
0,80025702,Gillian Armstrong
0,80128692,Jon Reiner
1,80128692,Brad Rothschild
0,80156369,John Duigan
0,1145882,Mu Chu
0,70288423,Henry Sarwer-Foner
0,70290568,Will Lovelace
1,70290568,Dylan Southern
0,70141644,Jim Monaco
0,81035836,Sherif Ismail
0,81044103,Dava Whisenant
0,81072917,Yen Cheng-kuo
0,70142542,James Wan
0,81035855,Karim El Sobky
0,81035845,Mohamed Samy
0,81035856,Sameh Abdulaziz
0,81035857,Husam El-Gohari
0,80134780,Liz Plonka
0,80221308,Sam Patton
0,80213657,Bobcat Goldthwait
0,80217133,Rupert Jones
0,80106754,Sonia Kennebeck
0,80059440,David Pablos
0,81074375,Maya Gallus
0,80116761,Cavi Borges
1,80116761,Luciano Vidigal
0,70118125,Dani Levy
0,80108613,Alma Har'el
0,80215139,Alex Parkinson
1,80215139,Richard da Costa
0,81016592,Kevin Peeples
0,81067760,Frant Gwo
0,70172928,Steven Spielberg
0,80101493,Jay Karas
0,80235472,Harrison Smith
0,80177300,Sonny Mallhi
0,80189866,Robert Vince
0,80106793,Jeff Garlin
0,80124727,Jan Suter
1,80124727,Raúl Campos
0,80117263,Michael Barnett
0,80087897,Andrew Nackman
0,70084180,Ole Bornedal
0,80195964,Andrew Niccol
0,80213024,Isabelle Nanty
0,80210691,Rob Epstein
1,80210691,Jeffrey Friedman
0,80244782,Antonio Morabito
0,80144280,Rene Bueno
0,80209866,John Woo
0,80241666,Nicolás López
0,80167648,Patricia Ferreira
0,80202874,Nahnatchka Khan
0,70109249,Sachin Yardi
0,80993095,Sachin Yardi
0,70045644,Partho Mitra
0,70025612,Santram Varma
0,80237006,Rakeysh Omprakash Mehra
0,80160033,Paul Spurrier
0,81111849,Han Han
0,80083930,Pawan Kripalani
0,80083752,Bhushan Patel
0,70185023,Raj Nidimoru
1,70185023,Krishna D.K.
0,80189827,Alexandra Dean
0,80176144,Cosima Spender
0,70202150,Simon Curtis
0,81010699,Jang Jae-hyun
0,70299863,Charlie McDowell
0,80133554,Liam Lynch
0,80208662,Hao Wu
0,80994596,Felipe Cano
0,81031939,Gabriela Tagliavini
0,81028570,Joe Berlinger
0,81035867,Ismail Farouk
0,80244640,Lee Jeong-beom
0,80999729,William Bindley
0,80992499,Fernando Ayllón
0,80148223,Maya Zinshtein
0,80176342,Vishal Bhardwaj
0,80038162,Jill Bauer
1,80038162,Ronna Gradus
0,81087094,Justin McConnell
0,80221447,Lasse Hallström
1,80221447,Joe Johnston
0,70242063,Bryce Wagoner
0,80063265,Steven Brill
0,81034931,Kim Sung-hoon
0,80202903,Norberto López Amado
0,80167459,Mary Mazzio
0,80169348,Joe Piscatella
0,80164778,Rahul Dholakia
0,80068327,David Michôd
0,80087933,Mark Craig
0,80084666,Ketan Mehta
0,80192137,Raúl Campos
1,80192137,Jan Suter
0,80195049,Alex Richanbach
0,80186850,Marcus Raboy
0,80117765,Christopher Smith
0,81002195,Nadia Hallgren
0,81046255,Sudabeh Mortezai
0,80218306,McG
0,80211638,Richard Shepard
0,80220758,Matthew Cooke
0,81036190,Mike Diva
1,81036190,Akiva Schaffer
0,80165083,Jean-Patrick Benes
0,80134781,Christopher Storer
0,80244680,Trisha Ziff
0,81057229,Vasan Bala
0,80151384,Tig Notaro
0,80131167,John Bridcut
0,80038335,Lance Bangs
0,80011852,Mike Fleiss
0,80121348,Barry Jenkins
0,81011598,Linda Mendoza
0,81005364,Aanand Rai
0,81076042,Sharon Grimberg
0,81035880,Akram Farouk
0,81103139,Christel Gibson
0,70143369,Andrew Stanton
0,81096151,Manav Shah
0,70259801,Antoine Fuqua
0,80990658,Jimmy Henderson
0,80133663,Jessica Yu
0,80117082,Kim Nguyen
0,81043473,Max Martini
0,80091267,Nila Madhab Panda
0,80182919,Ian Nelms
1,80182919,Eshom Nelms
0,80115466,Hiroyuki Seshita
0,80142223,Lygia Barbosa da Silva
1,80142223,Eliane Brum
0,80080768,Osgood Perkins
0,81061407,Ken Kushner
0,80161216,Yolanda Ramke
1,80161216,Ben Howling
0,80218111,Kagiso Lediga
0,80991872,Diego Enrique Osorno
0,81077863,Hernán Zin
0,81077851,Hernán Zin
0,81073590,Hernán Zin
0,81103108,Arthur Muhammad
0,80236341,Pedring A. Lopez
0,80191050,Sam Cullman
0,81041271,Francesco Imperato
0,80216758,Stefon Bristol
0,70083809,Brit McAdams
0,80028529,Steve Loter
0,70154110,Icíar Bollaín
0,80998967,Kate Melville
0,81038047,Aditya Vikram Sengupta
0,60021906,David Dhawan
0,70142827,Neil Burger
0,70149579,Dibakar Banerjee
0,70109375,Apoorva Lakhia
0,70289558,Milan Luthria
0,81085319,Mandie Fletcher
0,70117577,Michael Dowse
0,70158421,Vipul Amrutlal Shah
0,20258084,Rajkumar Santoshi
0,80233511,Mercedes Cordova
0,80097814,Antonio Campos
0,70241757,Derek Cianfrance
0,80133551,Ryan Polito
0,81110388,Meenu Gaur
1,81110388,Farjad Nabi
0,80220311,Matthew Hope
0,81110389,Asim Abbasi
0,70111279,Saurabh Kabra
0,81123050,Aijaz Khan
0,70007056,Anil V. Kumar
0,70035357,Sangeeth Sivan
0,80108481,Umesh Ghadge
0,70153178,Milan Luthria
0,70073018,Apoorva Lakhia
0,80994416,Midhun Manuel Thomas
0,80243408,Neeraj Pandey
0,80994418,Umer Adil
0,70050576,Hayao Miyazaki
0,70253596,Nicolas Winding Refn
0,80157133,Rajiv Mehra
0,80107656,Robert Kenner
0,80157083,Kundan Shah
0,80098287,So Yong Kim
0,80059342,Alina Teodorescu
0,24081514,Rajiv Mehra
0,80157564,Filip Renc
0,80178078,Femi Oyeniran
1,80178078,Kalvadour Peterson
0,80104330,David Morris
1,80104330,Jacqui Morris
0,81053958,Gonzalo López-Gallego
0,81094666,Damián Romay
0,81016247,Abby Epstein
0,80223928,Savage Steve Holland
0,81065331,Tim Maltby
0,80186940,Jay Karas
0,80120740,Andy Tennant
0,81077874,Hepi Mita
0,80117736,Anthony Abrams
1,80117736,Adam Larson Broder
0,80114666,Dylan Bank
1,80114666,Daniel DiMauro
2,80114666,Morgan Pehme
0,80157866,Sean Foley
0,80161029,Pierre Coré
0,81039410,Che Sandoval
0,81012340,Jean-Bernard Marlin
0,70242536,Yee Tung-Shing
0,80192065,Raúl Campos
1,80192065,Jan Suter
0,80158319,Trey Borzillieri
1,80158319,Barbara Schroeder
0,80143556,Vince Marcello
0,81092777,Rajiv Chilaka
0,81092779,Sidheswar Shukla
1,81092779,Asit Mohapatra
0,81092776,Asit Mohapatra
1,81092776,Shyamal Chaulia
0,81092778,Shyamal Chaulia
1,81092778,Asit Mohapatra
0,80216541,Patricia Font
0,80194950,Amy Poehler
0,70261058,Sachin Kundalkar
0,70204288,Puri Jagannadh
0,80057278,Krish
0,70293703,Shoojit Sircar
0,80165853,Ribhu Dasgupta
0,80161108,Geoff Anderson
0,80082660,Federico Veiroj
0,80028359,Robert Vince
0,81076049,Mark Zwonitzer
0,60031264,Bo Welch
0,81059956,Sedat Kirtan
1,81059956,Kubilay Sarikaya
0,81094667,Stacia Crawford
0,81069255,Michael Epstein
0,81094083,Sudipto Roy
0,80208082,Frédéric Tonolli
0,81080637,Rachel Lears
0,80197303,Emmanuel Amara
0,81049260,Syamsul Yusof
0,81017593,Nicholas Winter
0,70270364,Bong Joon Ho
0,81093342,Mangesh Kanthale
0,70056441,Kevin Munroe
0,419733,Frank Oz
1,419733,Jim Henson
0,81021631,Gary Young
0,80241044,Nicanor Loreti
0,80213148,Simon Napier-Bell
0,80150390,A. L. Vijay
0,80993495,Devashish Makhija
0,80192548,Amal Neerad
0,80232894,Fluvio Iannuci
1,80232894,Roly Santos
0,80232330,Julius R. Nasso
0,80103425,Lucas Figueroa
0,80170875,Francis Lee
0,80990815,Shanker Raman
0,80990816,Rakshith Thirthahalli
0,80990829,C. Fitz
0,80238110,Alex Timbers
0,80241876,Damien Piscarel
1,80241876,Florent Bodin
0,80990811,Saandeep Patel
0,80224106,Justin G. Dyck
0,80206732,Arun Vaidyanathan
0,80990810,Pradip Kurbah
0,80235767,Alfonso Rodríguez
0,80236224,Guillermo Garcia
1,80236224,David Cantolla
0,80990814,Makarand Mane
0,80245268,Pierfrancesco Diliberto
0,80228322,Priyadarshan
0,80223149,Sean Menard
0,80179373,Dito Montiel
0,80233962,Vicente Villanueva
0,80233493,Don Michael Paul
0,80990813,Anu Menon
0,80220531,Adrian Murray
0,80134149,Andy Goddard
0,80115133,K. Rajagopal
0,80176698,Atanu Ghosh
0,80165848,Supavitra Babul
0,70275753,Zoya Akhtar
1,70275753,Dibakar Banerjee
2,70275753,Karan Johar
3,70275753,Anurag Kashyap
0,70295762,Anthony D'Souza
0,80165849,Soumendra Padhi
0,80158395,Mahesh Bhatt
0,70275774,David Dhawan
0,80103430,Ken Burns
1,80103430,Artemis Joukowsky
0,80165850,Fuwad Khan
0,80103372,Mike Birbiglia
0,80068117,Nishikant Kamat
0,20764666,Praveen Nischol
0,70268209,Dylan Mohan Gray
0,80165851,Kabir Sadanand
0,70129415,Shinji Aramaki
1,70129415,Mamoru Oshii
2,70129415,Hideki Futamura
3,70129415,Toshiyuki Kanno
4,70129415,Tomoki Kyoda
5,70129415,Koichi Mashimo
6,70129415,Yasushi Muraki
7,70129415,Daisuke Nishio
8,70129415,Frank O'Connor
9,70129415,Koji Sawai
10,70129415,Joseph Chou
11,70129415,Hiroshi Yamazaki
0,80095094,Justin Bare
1,80095094,Matthew Miele
0,80156763,Lucien Jean-Baptiste
0,80156857,Jalil Lespert
0,70268489,Sudhir Mishra
0,80158588,Edward Cotterill
0,80178720,Sean Cisterna
0,80106505,Sudhanshu Saria
0,80169548,Sarah Moshman
0,80015785,Omung Kumar
0,80097361,Bob Hercules
1,80097361,Rita Coburn Whack
0,80176716,Munish Bhardwaj
0,80132961,Dilip Mehta
0,80165857,Satish Rajwade
0,70258366,Umesh Shukla
0,80165732,Devika Bhagat
0,80165854,Luv Ranjan
0,80083589,Luv Ranjan
0,80032081,Vikas Bahl
0,17457962,Dharmesh Darshan
0,80182105,Kireet Khurana
1,80182105,Padmakumar Narasimhamurthy
0,80165855,Bejoy Nambiar
0,70273637,Neeraj Pandey
0,70176968,Aanand Rai
0,80173605,Isaki Lacuesta
1,80173605,Isa Campo
0,80165856,Gurmmeet Singh
0,70308135,Sangeeth Sivan
0,80101903,Nathan Landeg
0,80093103,Fernando González Molina
0,80102305,Yann Arthus-Bertrand
1,80102305,Michael Pitiot
0,70176655,Gonzalo López-Gallego
0,80161848,Kazuya Murata
0,80209796,Mina Shum
0,80152434,Martin Zandvliet
0,70309693,Stephen Belber
0,80107737,Tony Stone
0,80098305,Cosmo Feilding-Mellen
0,80152742,Peter Foott
0,80107370,Raam Reddy
0,80095233,Majid Al Ansari
0,70270362,Woody Allen
0,81074140,Ibrahim Bin Mohamed
1,81074140,Hasan Aljaberi
0,80184676,Clark Johnson
0,81024044,Emmanuel Mouret
0,60023618,Robert Rodriguez
0,70113532,Terry Gilliam
0,70074299,Robin Swicord
0,80995799,Conor Allyn
0,80219143,Uraaz Bahl
0,17687959,Frank Coraci
0,70100377,John Patrick Shanley
0,80189630,Haifaa Al-Mansour
0,81010867,Wenn V. Deramas
0,81010865,Olivia M. Lamasan
0,81010874,Antoinette Jadaone
0,80075018,Nuel Naval
0,70260374,Nicolás López
0,80190180,Paul Solet
1,80190180,Rick Benattar
0,80150002,Amy Schumer
0,80079265,Ian Kirby
0,80238080,Sean McNamara
0,296682,Joe Camp
0,60037606,Joe Camp
0,516154,Joe Camp
0,80170187,Michael Simon
0,80174137,Justin Chon
0,80038296,Aziz Ansari
0,80011848,David Sampliner
0,70100381,Adam Shankman
0,70110919,Chito S. Roño
0,80221560,Marc Forster
0,80200961,Keoni Waxman
0,80214580,Benny Fine
0,80085013,Mae Czarina Cruz
0,81077597,Onir
0,80049193,Paul Soriano
0,70039783,Wenn V. Deramas
0,81010871,Ruel S. Bayani
0,81004270,Peter Mortimer
1,81004270,Josh Lowell
0,80224924,Ben Wallis
0,70051671,Greg Coolidge
0,80144408,Iginio Straffi
0,81038545,Owen Egerton
0,81044496,"Sam ""Blitz"" Bazawule"
0,80235932,Norm Hiscock
1,80235932,Gary Howsam
2,80235932,Mike Smith
3,80235932,John Paul Tremblay
4,80235932,Robb Wells
0,80176592,Joe Miale
0,80170381,Dheeraj Berry
0,80142103,Richard Sears
0,80152842,Nirpal Bhogal
0,80049928,Laurent Bouzereau
0,70296765,Brett Whitcomb
0,80131168,Lucy van Beek
0,80119190,Frank Capra
1,80119190,Joris Ivens
0,80119187,John Huston
0,80048568,Jakob Verbruggen
0,80119192,George Stevens
0,60027945,Frank Capra
0,80119188,John Huston
0,60027942,John Ford
0,80115857,Charlie McDowell
0,70281026,Michael Samuels
0,80119194,William Wyler
0,80119191,Stuart Heisler
0,80119193,William Wyler
1,80119193,John Sturges
0,80119189,Frank Capra
1,80119189,John Huston
2,80119189,Hugh Stewart
3,80119189,Roy Boulting
4,80119189,Anthony Veiller
0,80119186,John Ford
0,70013050,Frank Capra
1,70013050,Anatole Litvak
0,70022548,John Huston
0,80097423,Micah Bickham
1,80097423,Galley Molina
0,70259177,Stuart Orme
0,80117458,Olivia Newman
0,80143362,Jared Stern
0,80201200,Yang Lei
0,80183197,Raúl Campos
1,80183197,Jan Suter
0,80148210,Lennart Ruff
0,70128549,Mike Clattenburg
0,70069233,Mike Clattenburg
0,80018336,Adam MacDonald
0,80180509,Saurav Palodhi
0,80145255,Shawn Crahan
0,70230147,Michael Whitton
0,80105067,Steve Carr
0,81033429,Swapnaneel Jayakar
0,80188579,Kyzza Terrazas
0,80992232,Miguel Conde
0,80145533,Philippe Falardeau
0,80200571,John Lee Hancock
0,80999977,Theo Love
0,70129463,Eli Craig
0,80170767,Bart Freundlich
0,80134826,Shannon Hartman
0,81047902,Awi Suryadi
0,81047897,Hanung Bramantyo
0,80216988,Óskar Thór Axelsson
0,80213803,Dan Lucchesi
0,80175623,Vishal Mahadkar
0,81002880,Ryan Polito
0,80222896,Mikhail Red
0,81038046,Raj Babu
0,80101096,Rodolphe Guenoden
0,80202809,Javier Ruiz Caldera
0,80020132,Dan Fraga
1,80020132,William Lau
0,80206758,Marina Willer
0,80162210,Diego Pignataro
0,80126485,Meghan O'Hara
0,80082242,Tommy O'Haver
0,70202151,Douglas McGrath
0,80999996,Chanon Yingyong
1,80999996,Phuwanit Pholdee
0,80169617,Kyle Newacheck
0,80144454,Mijke de Jong
0,70204282,Jorge Granier
0,80242378,Daryl Hannah
0,80171733,Michael Larnell
0,80245408,Advait Chandan
0,80044566,Abel Ferrara
0,80991158,Oriol Paulo
0,80191046,Stuart Sender
0,80169469,Jeff Tremaine
0,80148239,Paul Dugdale
0,81010863,Wenn V. Deramas
0,80162503,Joyce Bernal
0,80150350,Jason Paul Laxamana
0,80160692,Maryo J. De los Reyes
0,70060865,Chito S. Roño
0,80157890,Theodore Boborol
0,80164752,Gavin Fitzgerald
0,80135149,Juan Zapata
0,80171965,Stan Lathan
0,80100945,Gianfranco Rosi
0,70293820,Gianfranco Rosi
0,80195967,Oliver Daly
0,81033107,Luis Ara
0,81048554,Karan Shivajirao Chavan
1,81048554,Vikram Tanajirao Patil
0,80144983,Melinda Janko
0,70105459,Ram Gopal Varma
0,80207444,Tanuj Bhramar
0,81033516,Isao Yukisada
0,81075235,A.R. Murugadoss
0,81072516,A.R. Murugadoss
0,70283202,John Lee Hancock
0,80156212,Robin Swicord
0,70296742,Faraz Haider
0,81059944,Fritz Ofner
0,80095531,Mozez Singh
0,80192139,Raúl Campos
1,80192139,Jan Suter
0,80192063,Raúl Campos
1,80192063,Jan Suter
0,80218656,Robin Aubert
0,80095806,Brendan Toller
0,80013550,Kristian Levring
0,80058979,Mark Helenowski
1,80058979,Kevin Pang
0,81037077,Amy Schumer
0,81054383,Jonathan Ignatius Green
0,81047798,Sonny Marler
0,80189216,Taron Lexton
0,80092781,Robert Vince
0,81019338,Eva Vives
0,80132964,Lonny Price
0,80117824,Sang-ho Yeon
0,80058460,Jason Krawczyk
0,80076467,Sam Wrench
0,80049951,Sophie Robinson
1,80049951,Lotje Sodderland
0,80031800,John Lee
0,80017171,Richard Loncraine
0,80108984,Sydney Freeland
0,80135296,Ben Bowie
1,80135296,Geoff Luck
0,80158577,Jung-woo Park
0,70175439,Asghar Farhadi
0,80204923,Brandon Camp
0,80117831,Alison Klayman
0,80223734,Yoo Byung-jae
0,70307848,Victor Levin
0,70105599,Henry Selick
0,60029366,James Ivory
